sampno,total_num_pev,total_num_bev,flag_company_charging,primary_chargeloc_14,primary_chargeloc_17,primary_chargeloc_24,primary_chargeloc_27,primary_chargeloc_34,primary_chargeloc_37,primary_chargeloc_44,primary_chargeloc_47,primary_chargetech_14,primary_chargetech_17,primary_chargetech_24,primary_chargetech_27,primary_chargetech_34,primary_chargetech_37,primary_chargetech_44,primary_chargetech_47,plug_freq_14,plug_freq_17,plug_freq_24,plug_freq_27,plug_freq_34,plug_freq_37,plug_freq_44,plug_freq_47,chargetime_day_14_1,chargetime_day_17_1,chargetime_day_24_1,chargetime_day_27_1,chargetime_day_34_1,chargetime_day_37_1,chargetime_day_44_1,chargetime_day_47_1,chargetime_day_14_2,chargetime_day_17_2,chargetime_day_24_2,chargetime_day_27_2,chargetime_day_34_2,chargetime_day_37_2,chargetime_day_44_2,chargetime_day_47_2,chargetime_day_14_3,chargetime_day_17_3,chargetime_day_24_3,chargetime_day_27_3,chargetime_day_34_3,chargetime_day_37_3,chargetime_day_44_3,chargetime_day_47_3,chargetime_day_14_4,chargetime_day_17_4,chargetime_day_24_4,chargetime_day_27_4,chargetime_day_34_4,chargetime_day_37_4,chargetime_day_44_4,chargetime_day_47_4,chargetime_weekend_14,chargetime_weekend_17,chargetime_weekend_24,chargetime_weekend_27,chargetime_weekend_34,chargetime_weekend_37,chargetime_weekend_44,chargetime_weekend_47,chargetime_weekend_time_14_1,chargetime_weekend_time_17_1,chargetime_weekend_time_24_1,chargetime_weekend_time_27_1,chargetime_weekend_time_34_1,chargetime_weekend_time_37_1,chargetime_weekend_time_44_1,chargetime_weekend_time_47_1,chargetime_weekend_time_14_2,chargetime_weekend_time_17_2,chargetime_weekend_time_24_2,chargetime_weekend_time_27_2,chargetime_weekend_time_34_2,chargetime_weekend_time_37_2,chargetime_weekend_time_44_2,chargetime_weekend_time_47_2,chargetime_weekend_time_14_3,chargetime_weekend_time_17_3,chargetime_weekend_time_24_3,chargetime_weekend_time_27_3,chargetime_weekend_time_34_3,chargetime_weekend_time_37_3,chargetime_weekend_time_44_3,chargetime_weekend_time_47_3,chargetime_weekend_time_14_4,chargetime_weekend_time_17_4,chargetime_weekend_time_24_4,chargetime_weekend_time_27_4,chargetime_weekend_time_34_4,chargetime_weekend_time_37_4,chargetime_weekend_time_44_4,chargetime_weekend_time_47_4,electricity_rate,electricity_rate_1_x,rate_source,variable_rates,offsite_chargeloc_14,offsite_chargeloc_17,offsite_chargeloc_24,offsite_chargeloc_27,offsite_chargeloc_34,offsite_chargeloc_37,offsite_chargeloc_44,offsite_chargeloc_47,home_upgrade,home_upgrade_5_x,home_pay,incentive_importance_1,incentive_importance_2,incentive_importance_3,incentive_importance_4,incentive_importance_5,incentive_importance_6,incentive_importance_7,incentive_importance_8,pev_experience
190080,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , ,2, ,2,5,5,5,6,6,6,5,7,4
190427,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , ,4, ,2,5,5,5,2,3,2,5,7,7
191792,5,11,1,1,1, ,1, , , , ,2,3, ,3, , , , ,5,5, ,5, , , , ,0,0, ,0, , , , ,0,0, ,0, , , , ,0,0, ,0, , , , ,1,1, ,1, , , , ,3,3, ,3, , , , ,0,0, ,0, , , , ,0,0, ,0, , , , ,0,0, ,0, , , , ,1,1, ,1, , , , ,2, , , , , , , , , , , , , , ,7,4,4,7,7,7,5,7,7
191872,8,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , ,5,5,5,5,1,1,2,1,6
191873,0,5,1, ,3, ,3, , , , , ,1, ,1, , , , , ,5, ,5, , , , , ,1, ,1, , , , , ,1, ,1, , , , , ,1, ,1, , , , , ,1, ,1, , , , , ,3, ,3, , , , , ,1, ,1, , , , , ,1, ,1, , , , , ,1, ,1, , , , , ,1, ,1, , , , ,2, , , , ,3, ,3, , , , ,3, ,2,3,1,1,1,3,4,4,7,4
191988,1,0,1,1, , , , , , , , , , , , , , , ,3, , , , , , , ,0, , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , , , , , , ,3, , , , , , , ,0, , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , , , , , , ,2, , , , , , , , , , , , , , ,1,3,3,1,1,1,3,1,7
192130,1,0,1,1, , , , , , , , , , , , , , , ,4, , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , ,0, , , , , , , ,2, , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , ,0, , , , , , , ,2, , , , , , , , , , , , , , ,7,4,4,7,7,7,4,7,5
190012,50,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,2,1,2,1,3,2,3,2,5
190023,230,60,1,1, ,2, ,1,3,2, ,1, , , ,2,1, , ,4, , , ,4,4, , ,0, , , ,0,1, , ,1, , , ,1,0, , ,1, , , ,0,1, , ,0, , , ,0,0, , ,2, , , ,3,3, , ,1, , , ,0,1, , ,1, , , ,1,1, , ,1, , , ,1,1, , ,0, , , ,1,0, , ,2, , , , , ,2, , ,1,2, ,1, ,1,4,3,4,4,3,4,5,5,1
190024,46,0,1, , ,3, , , , , , , , , , , , , , , ,3, , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , ,2, , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , ,2, , , , , ,2, , , , , , , , ,2,3,3,4,4,3,3,2,4
190456,0,1,1, ,3, , , , , , , , , , , , , , , ,4, , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , ,0, , , , , , , ,2, , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , ,2, , , , ,1, , , , , , ,4, ,1,4,4,4,6,7,7,6,7,4
190793,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , , ,4, ,2,5,5,5,5,2,2,5,1,7
192113,0,1,1, ,3, , , , , , , , , , , , , , , ,5, , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , , , , , , ,3, , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , ,2, , , , ,1, , , , , , ,1, ,1,6,6,6,1,3,1,4,1,7
190624,0,1,1, ,3, , , , , , , , , , , , , , , ,5, , , , , , , ,1, , , , , , , ,1, , , , , , , ,1, , , , , , , ,0, , , , , , , ,2, , , , , , , ,1, , , , , , , ,1, , , , , , , ,1, , , , , , , ,1, , , , , , ,2, , , , ,1, , , , , , ,3, ,2,3,4,4,4,1,6,5,7,4
190644,0,1,1, ,3, , , , , , , , , , , , , , , ,3, , , , , , , ,0, , , , , , , ,1, , , , , , , ,1, , , , , , , ,0, , , , , , , ,2, , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , , , , , , ,1, , , , , , ,1,19,1,1, ,1, , , , , , ,3, ,2,5,5,5,2,2,6,5,7,7
190996,5,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , ,3, ,2,4,4,3,4,3,1,5,3,5
190880,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,1, ,1,6,1,5,5,6,6,5,7,7
190926,1,0,1,1, , , , , , , , , , , , , , , ,5, , , , , , , ,1, , , , , , , ,1, , , , , , , ,1, , , , , , , ,1, , , , , , , ,3, , , , , , , ,1, , , , , , , ,1, , , , , , , ,1, , , , , , , ,1, , , , , , , ,2, , , , , , , , , , , , , , ,4,5,5,3,3,7,4,7,7
191199,0,1,1, ,1, , , , , , , , , , , , , , , ,5, , , , , , , ,0, , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , , , , , , ,3, , , , , , , ,0, , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , , , , , ,1,27,2,1, , , , , , , , , , , ,4,5,5,7,6,6,4,7,5
191308,7,2,1,1,1, , ,1, , , ,3,3, , ,2, , , ,5,5, , ,5, , , ,0,0, , ,0, , , ,0,0, , ,0, , , ,0,0, , ,0, , , ,1,1, , ,1, , , ,3,3, , ,3, , , ,0,0, , ,0, , , ,0,0, , ,0, , , ,0,0, , ,0, , , ,1,1, , ,1, , , ,2, , , , , , , , , , , , , , ,4,4,4,4,4,3,3,7,5
191310,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,1, ,3,5,5,5,5,5,5,5,5,6
191236,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , ,4, ,2,5,5,5,5,4,1,5,2,5
191242,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , ,1, ,1,5,5,5,5,5,5,5,7,6
191260,0,1,1, , , ,3, , , , , , , , , , , , , , , ,4, , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , ,2, , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , ,2, , , , , , ,3, , , , ,1, ,2,5,5,5,5,7,7,5,7,5
191219,0,1,1, ,1, , , , , , , , , , , , , , , ,3, , , , , , , ,1, , , , , , , ,1, , , , , , , ,1, , , , , , , ,1, , , , , , , ,2, , , , , , , ,0, , , , , , , ,1, , , , , , , ,1, , , , , , , ,1, , , , , , ,2, , , , , , , , , , , , , , ,7,5,5,4,7,7,4,7,7
191582,1,0,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1, , , , , , , ,2, ,2,4,3,4,3,2,5,4,3,3
191788,0,1,1, ,3, , , , , , , , , , , , , , , ,4, , , , , , , ,0, , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , , , , , , ,3, , , , , , , ,0, , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , , , , , ,1,17,1,1, ,3, , , , , , ,3, ,2,5,5,7,7,3,7,5,7,4
191812,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , ,1, ,2,6,1,7,1,6,7,4,7,7
191813,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,2, ,2,3,4,3,3,3,6,5,7,7
192095,2,2,1,3,2,1,2, , , , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , ,1, ,1, , , , , ,0, ,0, , , , , ,1, ,1, , , , , ,0, ,0, , , , , ,2, , , ,1,1, ,1, , , , ,6, ,4,4,4,4,4,4,4,4,4,6
192030,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , ,1, ,1,5,5,5,5,5,7,5,7,4
192126,4,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , ,1,3,3,4,3,3,3,4,5
192127,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , ,4, ,2,3,3,4,5,1,1,3,1,7
192299,0,1,1, ,3, , , , , , , , , , , , , , , ,4, , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , ,2, , , , , , , , , ,4,4,4,4,2,1,7,7,7
